user_id,session_id,module,time_spent_sec,quiz_score_0_3,wallet_checks_completed_0_4,tx_trace_performed,quiz_correct_ratio,interaction_count,risk_awareness_score_0_100,reward_unlocked,timestamp,notes
user_3105,5655513e-3f50-43e1-b617-474fd8c2d91f,Wallet Security 101,732,3,3,False,1.0,24,88,1,2025-11-12T22:38:59,
user_4156,fe63cb81-43eb-4cef-b35f-f4bf77d8a23d,Wallet Security 101,877,2,3,True,0.67,55,72,1,2025-11-11T21:07:55,
user_3041,3d77c8c9-0fba-44e6-bf3e-32ded50f45f5,DeFi Protocol Tour,1300,3,2,True,1.0,24,91,1,2025-11-10T15:41:16,
user_2720,249be458-de88-4a94-8731-eefe37988385,Wallet Security 101,426,2,2,False,0.67,45,71,0,2025-11-13T00:34:37,
user_2623,c411d5b5-5617-4fb9-8fb5-85dbd00195f4,DeFi Risk Assessment,574,2,0,False,0.67,37,40,0,2025-10-31T07:50:30,
user_9414,cac3eea3-025e-4f3f-9715-b16d0964e7ba,Wallet Security 101,973,3,1,False,1.0,57,70,0,2025-11-20T04:03:56,
user_8500,c23444e9-670b-4605-8beb-331af5bd0061,Blockchain Fundamentals,662,2,0,False,0.67,19,48,0,2025-11-15T01:08:28,
user_2476,04c76d16-0206-4e9b-9f73-f1e09d6e28f8,DeFi Protocol Tour,678,1,1,False,0.33,41,35,0,2025-11-24T13:26:03,
user_3235,7d931217-dd5f-4961-acf8-b6d65bffde1e,DeFi Protocol Tour,1127,1,3,True,0.33,48,54,0,2025-11-11T17:19:14,
user_9652,c5431c7f-932e-4a82-9ae5-c1123373de61,Wallet Security 101,343,0,3,False,0.0,40,32,0,2025-11-17T00:23:27,
user_1834,531f7a60-7b83-4df0-86aa-a7101ccc9a40,DeFi Protocol Tour,988,2,0,True,0.67,49,42,0,2025-11-27T11:31:31,
user_5994,98ec2c71-976e-47fd-9149-407488ae1208,DeFi Risk Assessment,1058,1,2,False,0.33,39,49,0,2025-11-17T01:05:28,
user_2755,f9a39cb8-eb08-484d-98d7-ccfa22d8d316,Blockchain Fundamentals,490,3,1,False,1.0,11,74,1,2025-11-10T20:11:47,
user_8711,d653982a-ebc8-4d26-8a47-30ff33e46b6b,Smart Contract Basics,706,2,1,True,0.67,41,59,0,2025-10-31T03:32:44,
user_4251,0af3a641-da93-45e0-bd5f-faf83b2f3eef,Blockchain Fundamentals,591,2,2,False,0.67,29,67,0,2025-11-23T22:09:16,
user_3087,2bddd9bb-26a6-492e-a151-357dcd08dd5c,Smart Contract Basics,809,1,3,False,0.33,48,60,0,2025-10-31T12:40:42,
user_4874,dbc10373-9208-4a22-b2da-774e01262a3d,Blockchain Fundamentals,650,3,2,False,1.0,45,81,1,2025-11-05T10:47:03,
user_5317,3e00e291-7960-419d-836a-abce0cd5a64d,DeFi Risk Assessment,653,1,1,False,0.33,50,40,0,2025-11-07T02:03:17,
user_4758,79e22f7d-51b6-49ab-85b2-494742bbafae,Blockchain Fundamentals,710,1,2,False,0.33,33,42,0,2025-11-10T15:09:47,
user_6507,79baf5d6-b3ec-4fff-8114-9430909513bc,DeFi Protocol Tour,662,1,2,True,0.33,17,33,0,2025-11-08T16:31:56,Found simulated vulnerability (mock)
user_1854,27a6920d-bcc6-4842-a01a-1682ae3763be,Wallet Security 101,629,2,3,False,0.67,19,69,1,2025-11-06T04:35:46,
user_6426,aa89792a-4c59-48f3-9b56-2b2db2e0da7d,Smart Contract Basics,770,2,3,True,0.67,55,66,1,2025-11-29T01:57:54,
user_4120,b453f821-776e-4ee3-9260-34fe289480da,Blockchain Fundamentals,756,2,2,False,0.67,17,66,0,2025-11-12T02:59:23,
user_6690,d9fd92fc-a1c4-44eb-9c4e-5bfce5f2b061,DeFi Risk Assessment,859,2,0,False,0.67,34,47,0,2025-11-06T02:59:44,
user_5745,ce3fd71a-0597-4a02-99bb-0e6f4bc98bb6,Blockchain Fundamentals,879,2,0,True,0.67,45,43,0,2025-11-18T19:26:49,
user_5448,57f2ff39-ebc4-4192-906d-1939952ac5f9,Blockchain Fundamentals,303,2,0,False,0.67,27,38,0,2025-11-10T13:29:12,
user_5855,fbf6ef6f-95f4-4739-ab92-06cc4815e27f,Wallet Security 101,865,3,3,True,1.0,20,87,1,2025-11-10T01:24:43,
user_1022,feca5e25-1c9d-459e-9865-6b88f54a6a02,DeFi Protocol Tour,1247,3,0,False,1.0,26,57,1,2025-10-31T08:54:10,
user_6824,9d3ec1ec-5c27-43a3-acee-11fc6fd28991,Blockchain Fundamentals,586,2,1,False,0.67,36,56,0,2025-11-29T04:53:07,
user_4377,b132539f-4f1e-4fd8-b88e-e3c613db27ef,Wallet Security 101,525,2,2,False,0.67,20,62,0,2025-11-23T02:51:35,
user_2535,91a1e0ce-666f-487b-a23c-fa80540df2a9,DeFi Protocol Tour,1070,2,1,True,0.67,31,56,0,2025-11-08T23:38:06,
user_2180,c7a2096d-b8ac-4ccd-b47f-a76f14a1347a,DeFi Protocol Tour,1065,1,0,True,0.33,21,19,0,2025-11-05T04:58:37,
user_1716,30045668-5e24-42dd-835c-d0d9b690dafc,Blockchain Fundamentals,385,1,1,False,0.33,14,38,0,2025-11-27T04:32:44,
user_8279,3a51b52a-32de-4a72-a621-1673189bd58e,Wallet Security 101,614,3,3,True,1.0,31,95,1,2025-11-04T20:16:28,
user_7804,e4522cae-a5b1-48ab-876e-4289c6f35b7c,Blockchain Fundamentals,529,3,1,False,1.0,18,54,1,2025-11-10T18:21:50,
user_2666,346f5b06-93da-4df2-990f-315f8d6e94f8,DeFi Risk Assessment,688,2,0,False,0.67,47,44,0,2025-11-16T02:53:52,
user_3971,950c892f-6a80-478b-bc5c-862ddf36bbd0,Wallet Security 101,453,0,3,False,0.0,26,42,0,2025-11-03T13:45:11,
user_1035,b9525eb1-bd9b-4bb0-98f0-3ad0793db993,DeFi Risk Assessment,552,2,0,True,0.67,39,36,0,2025-11-13T09:13:28,
user_6292,a087ba88-47d0-4f71-a711-6fc39152fdf8,DeFi Risk Assessment,586,1,0,True,0.33,53,30,0,2025-11-26T12:48:10,
user_9745,c6dee7f5-fb71-4ea1-a61c-d0553e505aee,DeFi Protocol Tour,1149,2,0,False,0.67,22,41,0,2025-11-09T17:36:51,
user_1281,ac8bdf0c-b56c-4eab-b4ef-db8f1e378914,Smart Contract Basics,885,1,1,False,0.33,26,39,0,2025-11-20T07:21:59,
user_4973,3f31d41e-6aa6-412d-8018-4b86675fb53a,Blockchain Fundamentals,529,2,1,False,0.67,17,47,0,2025-11-28T02:23:51,
user_2208,252e23de-77ff-4dbf-8a8e-92364f37af1d,DeFi Protocol Tour,1208,2,2,True,0.67,34,60,0,2025-11-25T11:18:00,
user_5907,87a6fc58-0654-44cd-8f35-0c3d26b592d3,DeFi Protocol Tour,1339,2,3,False,0.67,25,73,1,2025-11-19T02:36:18,
user_7940,9bd4641a-d9ac-4660-8e8a-3bd605d9589d,Wallet Security 101,1196,3,3,False,1.0,27,76,1,2025-11-05T22:34:02,
user_4471,23c71423-db4b-4305-a61c-1627446efff7,Smart Contract Basics,457,2,0,False,0.67,51,41,0,2025-11-19T12:45:07,
user_7233,d191033a-b4ec-44f0-b873-723c2146a1f3,Blockchain Fundamentals,680,3,2,False,1.0,48,82,1,2025-10-31T09:33:55,
user_6064,a35a7d8d-e830-4113-9789-2f5b76f432e9,Blockchain Fundamentals,506,2,0,True,0.67,31,45,0,2025-11-04T09:22:29,
user_1138,df39e12c-b1c3-4b5d-bc8b-70658418e273,DeFi Risk Assessment,1169,3,0,True,1.0,48,64,1,2025-11-24T05:51:18,
user_3460,57123ce1-9ace-4b7c-8f22-7ac617706b07,Blockchain Fundamentals,691,2,2,False,0.67,28,59,0,2025-11-10T08:01:24,
user_3307,91406954-286d-4596-8602-7a42823fa32c,Wallet Security 101,464,0,3,True,0.0,28,33,0,2025-11-20T18:48:46,Found simulated vulnerability (mock)
user_7350,b8762d7d-a613-4ff7-9c61-5c59427269f4,Smart Contract Basics,1025,2,2,False,0.67,25,70,0,2025-11-24T02:03:04,
user_2541,db6a294c-d285-4ba9-87fb-c427ce4814ea,DeFi Protocol Tour,773,2,2,True,0.67,45,71,0,2025-11-21T07:47:47,
user_3301,275dfc57-f17d-41a9-9458-e33e7abdbb39,DeFi Risk Assessment,982,3,0,False,1.0,58,58,1,2025-11-15T02:11:59,
user_7122,c9ff3cda-fd0a-46f1-8391-c4a0e1d65fe7,Blockchain Fundamentals,723,2,0,False,0.67,50,53,0,2025-11-13T23:25:13,
user_7157,dae6bf7c-3123-4b43-8610-073f41eeacca,Blockchain Fundamentals,708,1,1,False,0.33,20,37,0,2025-11-04T00:46:00,
user_3953,f131e596-bdb6-4021-bfb2-24c44baee786,Wallet Security 101,706,2,2,False,0.67,31,57,0,2025-11-22T16:19:41,
user_3384,4e371eff-17d1-409c-b64d-e979306d4860,DeFi Protocol Tour,927,0,1,True,0.0,31,21,0,2025-10-31T23:30:23,
user_7929,49abc51b-16f0-49d4-90c6-a22a487b4be4,Smart Contract Basics,1050,3,1,False,1.0,36,70,1,2025-11-20T16:03:18,
user_6603,2c70e0f2-5214-4cb7-bed0-60e1e0bb09c5,DeFi Risk Assessment,704,3,1,False,1.0,50,71,1,2025-11-18T18:09:17,
user_1162,8950f763-d75c-47da-8cda-cf113aea95df,DeFi Protocol Tour,1515,3,1,False,1.0,48,80,1,2025-11-07T00:36:38,
user_9182,781ed897-4862-4b6b-b7d3-fd07c1201f9b,DeFi Risk Assessment,516,1,0,False,0.33,51,27,0,2025-11-27T22:38:04,
user_2596,37b682b5-0040-4b67-a2f3-152072c60d74,Blockchain Fundamentals,492,2,1,False,0.67,11,50,0,2025-11-14T12:34:01,
user_6029,9220836f-da7a-425d-bbd3-6b57bd0fecc5,DeFi Protocol Tour,1488,2,0,False,0.67,38,46,0,2025-11-22T03:20:40,
user_8018,93b9e7aa-15f1-46d0-80ad-3529034a4d19,Smart Contract Basics,966,3,1,False,1.0,25,79,1,2025-11-04T21:43:34,
user_2468,c49f9044-8fc7-4929-90b8-578ed5edc341,DeFi Protocol Tour,1231,1,0,False,0.33,49,26,0,2025-11-10T03:37:26,
user_4651,19ace41a-3682-4f34-ab49-013bf4f526c8,Wallet Security 101,864,3,2,False,1.0,42,84,0,2025-11-10T17:40:53,
user_9315,f952ebcd-3ec1-43cb-b81a-16f2cf7ff663,Smart Contract Basics,1074,3,1,True,1.0,29,70,1,2025-11-18T00:59:26,
user_9502,cb20f8d6-8a66-4cde-99c4-5d068227466a,Wallet Security 101,914,3,4,False,1.0,21,100,1,2025-11-06T02:55:16,
user_7396,a634e1c5-49ec-4863-969d-3be94573b666,DeFi Risk Assessment,577,3,3,False,1.0,37,83,1,2025-11-12T11:57:59,
user_3605,90c4de4e-febe-41ec-b7c9-7a4726ef62d8,DeFi Risk Assessment,608,3,1,False,1.0,49,63,1,2025-11-06T04:52:33,
user_8433,be27b73e-8ca1-43de-8bea-213355843e8b,DeFi Protocol Tour,1396,2,2,False,0.67,68,68,0,2025-11-02T09:04:05,
user_5505,83a938df-f77c-45ec-a8dc-c81f1dc662bf,Blockchain Fundamentals,447,0,2,False,0.0,21,34,0,2025-11-17T09:50:05,
user_4407,84bdf226-d29c-40d0-9be5-bda257354a78,Smart Contract Basics,902,2,1,False,0.67,46,56,0,2025-11-07T16:28:32,
user_3945,6821a617-4c60-4943-aa44-8720e0205922,Smart Contract Basics,582,0,3,False,0.0,12,44,0,2025-11-05T18:26:35,
user_4159,2f37464d-5d48-4bc2-a20a-fec67aff176b,DeFi Protocol Tour,1148,3,3,True,1.0,30,96,1,2025-11-12T20:32:31,
user_4264,4e116279-a76a-4656-836a-069802c2348e,DeFi Risk Assessment,756,1,0,False,0.33,27,22,0,2025-11-13T12:15:41,
user_7436,2500498c-cab2-49ec-a43c-d445235bab17,Blockchain Fundamentals,619,2,1,False,0.67,19,43,0,2025-11-29T08:19:37,
user_7275,0f2260fa-e11f-4061-8947-bd3bcc740440,DeFi Protocol Tour,1180,1,1,True,0.33,60,40,0,2025-11-25T14:51:05,
user_1490,3da89068-5969-4817-aecd-4cd8e903b9ce,Blockchain Fundamentals,630,3,3,True,1.0,13,83,1,2025-11-15T19:56:13,
user_6268,f7cd1216-0de0-4b7c-ba51-cbe7c2340d3b,DeFi Risk Assessment,975,3,1,False,1.0,61,79,1,2025-11-20T08:09:03,
user_8130,a1465b5c-69b2-4aac-8feb-704be7650ac7,Smart Contract Basics,727,3,3,False,1.0,52,94,1,2025-11-18T10:50:15,
user_4873,fe2454ee-7938-49c6-ab68-6b7f3ca9a82b,DeFi Protocol Tour,891,1,2,True,0.33,51,47,0,2025-10-31T15:44:05,
user_2558,b414d26b-1858-46dd-ac4e-38b80d43e362,Wallet Security 101,725,1,4,False,0.33,44,65,0,2025-11-23T19:33:18,
user_2989,1a369787-2831-490c-8abe-7c205518a6e6,Wallet Security 101,932,2,1,False,0.67,23,57,0,2025-11-17T18:33:07,
user_9807,ab43a3d8-c619-4b43-a9fe-f2adeec01fa9,DeFi Risk Assessment,1104,1,3,False,0.33,45,66,0,2025-11-12T23:14:48,
user_3790,297523ec-3f63-4d98-9cfb-142fb508fcd5,DeFi Risk Assessment,997,2,0,False,0.67,26,39,0,2025-11-23T01:36:05,
user_9029,a3234a50-d935-4dfb-a9aa-191d35040bd3,DeFi Risk Assessment,729,2,0,False,0.67,56,42,0,2025-11-09T20:39:25,
user_2278,9d9731f9-e725-4d80-b278-ed6e0815f00b,Blockchain Fundamentals,806,3,3,False,1.0,49,85,1,2025-11-15T00:04:45,
user_8438,aacfe4c7-41a8-48b1-b140-34bf77be2b92,DeFi Protocol Tour,1468,2,0,False,0.67,44,42,0,2025-11-20T09:42:59,
user_3690,87e0eeb3-454c-4a83-9b7d-aa4ffff1535e,Wallet Security 101,1190,3,4,False,1.0,52,97,1,2025-11-12T18:11:52,
user_2938,cfbe83b0-3854-48e4-82de-f056814273d6,DeFi Risk Assessment,486,2,1,True,0.67,35,48,0,2025-11-20T09:07:39,
user_4103,04809bb5-3572-4406-b4c5-55b2cf9518e1,Smart Contract Basics,1008,3,4,True,1.0,21,96,1,2025-11-25T16:45:17,
user_4710,862ff6fc-8fa5-44b6-a496-6be3568b8c01,DeFi Risk Assessment,1116,3,2,False,1.0,43,78,1,2025-11-13T20:18:43,
user_5718,e59fb142-8501-466e-8dad-7db84c515dfa,Wallet Security 101,396,1,2,False,0.33,19,50,0,2025-11-06T18:01:28,
user_1208,ff4b3fce-1fb7-45d0-b0f1-eaa34e752752,Wallet Security 101,738,3,3,False,1.0,52,99,1,2025-10-30T21:56:56,
user_9000,40cc8082-dc65-405c-8eff-c94fc1d4d82d,DeFi Risk Assessment,883,2,1,True,0.67,23,60,0,2025-11-16T03:52:07,
user_6747,003f6b48-796d-4d68-8397-f75b65aedf1b,DeFi Risk Assessment,663,2,2,False,0.67,52,68,0,2025-11-23T09:05:26,
user_2847,604b87a1-ca89-4876-a4e4-15185416b1be,Smart Contract Basics,931,2,1,False,0.67,45,48,0,2025-11-09T06:37:07,
user_7189,68598338-f036-4cf8-9d30-617087f3f6af,DeFi Protocol Tour,1588,3,1,False,1.0,50,76,1,2025-11-18T20:21:17,
user_7836,6094727a-1694-4afa-8ce3-91d40f4bb03c,DeFi Risk Assessment,682,2,1,False,0.67,36,50,0,2025-11-24T02:04:06,
user_3410,dbcff81c-a933-4a51-b78e-5e22ff1d62b0,DeFi Protocol Tour,753,1,3,True,0.33,28,69,0,2025-11-13T14:30:55,
user_3022,4ac972e9-299e-4fbf-9dee-46cc17516fee,Blockchain Fundamentals,613,2,2,False,0.67,48,64,0,2025-11-13T00:07:42,
user_3337,d985aee8-5880-43f0-922f-0246f3f317f8,DeFi Risk Assessment,601,2,2,False,0.67,38,65,0,2025-11-04T15:06:58,
user_5280,64018784-3a7d-4b2b-bfe7-6faa1ca6ee9d,DeFi Risk Assessment,1011,3,2,True,1.0,54,81,1,2025-11-14T07:11:44,
user_8555,1766bb26-9772-4440-8618-853ca022833d,DeFi Protocol Tour,984,1,0,True,0.33,41,30,0,2025-11-20T15:02:49,
user_7721,5758db22-6555-4139-a3f7-71c47f017c18,DeFi Protocol Tour,1534,2,2,True,0.67,36,55,0,2025-11-14T02:32:45,
user_7433,627a938d-c7c3-4c25-9899-c1343953fe91,Blockchain Fundamentals,306,0,2,True,0.0,46,22,0,2025-11-04T14:15:16,
user_8888,9c8df541-eb43-46f3-91e6-fdac85cb70e3,Wallet Security 101,1185,3,3,False,1.0,53,96,1,2025-11-07T09:06:10,
user_5929,1af5fba5-dbc3-48fb-b74e-e35b07cfc232,DeFi Protocol Tour,1336,2,2,True,0.67,31,71,0,2025-11-11T20:47:32,
user_8761,f7dba0d4-524f-4b0b-8c5d-f9657f3a001b,Blockchain Fundamentals,817,3,0,False,1.0,55,55,1,2025-11-29T19:49:05,
user_3018,354898e6-1b69-4886-bc81-68e2befd31e3,DeFi Protocol Tour,1251,2,2,True,0.67,41,54,0,2025-11-04T17:18:27,
user_9076,3c5b4bea-5651-4aa1-9dfb-dcc25b27bc6d,Smart Contract Basics,681,2,1,False,0.67,14,52,0,2025-11-21T10:37:56,
user_1698,422e153d-a0e5-4172-8d1d-f9a2533a88b2,DeFi Risk Assessment,763,1,1,False,0.33,37,36,0,2025-11-25T08:30:38,
user_7399,e21c1136-262a-44c4-b1d5-150ca8b2bab2,DeFi Protocol Tour,778,1,2,False,0.33,40,55,0,2025-11-23T08:22:47,
user_7168,6a26386e-f836-4d92-8d32-5b6f1b79aad2,DeFi Risk Assessment,1020,2,2,False,0.67,42,67,0,2025-11-28T05:45:37,
user_7615,f3a6bf76-bf89-44dd-b9bd-4bd7ff0bbe92,Blockchain Fundamentals,330,2,1,False,0.67,23,61,0,2025-11-18T12:15:57,
user_7882,65a7551a-e8f0-4e09-ac3e-59cfa8122521,DeFi Risk Assessment,463,1,1,False,0.33,30,43,0,2025-11-05T02:12:37,
user_8364,2931422b-0ef5-40fc-b027-6ae470dd9a78,Smart Contract Basics,1052,3,3,False,1.0,32,90,1,2025-11-04T12:51:52,
user_4334,b8147475-48dd-46b9-a2fc-6f74d6b90550,Blockchain Fundamentals,443,2,2,False,0.67,51,63,0,2025-11-25T12:07:15,
user_9129,c3f1d100-49cd-4368-ae73-deb7f6e8d340,Blockchain Fundamentals,512,2,2,False,0.67,35,67,0,2025-11-06T00:57:58,
user_9474,baf3252a-7cee-4d15-9aa1-3092ff63178e,Smart Contract Basics,520,1,2,False,0.33,33,42,0,2025-11-03T03:56:49,
user_3586,9cb28886-92b2-4792-b4c6-8b414c462f91,DeFi Risk Assessment,476,1,1,False,0.33,47,25,0,2025-11-12T15:15:19,
user_1491,c4e4396f-c558-4a6e-b7a3-b5a268e94218,Blockchain Fundamentals,731,2,1,False,0.67,18,55,0,2025-11-11T07:17:25,
user_9086,e557c963-c474-49b6-a5c4-b8b456e07e46,Blockchain Fundamentals,877,2,1,False,0.67,22,57,0,2025-11-06T03:36:48,
user_5432,f105b322-f423-4b42-bb24-6e757ba3c3bb,Wallet Security 101,406,1,2,True,0.33,12,42,0,2025-11-01T03:28:50,
user_4214,d269c6a9-5682-4578-b94c-c23d89c8a44a,DeFi Protocol Tour,1480,3,1,False,1.0,34,60,1,2025-11-17T17:11:16,
user_6763,cf78f4bb-b2b4-4bed-8642-ef9c45f7da6d,Blockchain Fundamentals,747,2,1,False,0.67,17,57,0,2025-10-31T14:08:04,
user_5094,2603ef4a-5506-421f-9042-9baedfd547bb,Wallet Security 101,378,2,2,True,0.67,34,60,0,2025-11-03T14:15:33,
user_9907,053c6dd7-4fe2-41c4-ba5d-2bf60c5a8248,Blockchain Fundamentals,665,1,1,False,0.33,31,37,0,2025-11-15T08:16:26,
user_9870,526feee8-3b77-46b3-9301-3abfdf3b8409,DeFi Protocol Tour,655,0,1,True,0.0,32,19,0,2025-11-17T22:38:31,
user_3325,9caa219d-0951-4562-8fce-959991248308,Blockchain Fundamentals,540,1,3,False,0.33,17,53,0,2025-11-02T18:21:19,
user_5572,1e8fee56-3e7c-4148-b95d-5fe477281054,Wallet Security 101,693,2,4,True,0.67,33,91,1,2025-11-01T03:03:33,
user_6508,0a9a7702-50a1-4ebd-88d2-eaad4c65fa96,DeFi Risk Assessment,668,0,1,False,0.0,17,21,0,2025-11-05T04:00:55,
user_7358,3a00bd86-fa33-43e9-8b31-0a8b3fac80c0,DeFi Risk Assessment,1094,2,1,False,0.67,50,53,0,2025-11-06T06:25:09,
user_1248,d716a93e-62de-4f80-b63f-03c0625142c7,Smart Contract Basics,1098,2,1,False,0.67,63,41,0,2025-11-12T00:38:43,
user_1202,71c6965a-7ce4-479c-86f4-283664cdf5a2,Blockchain Fundamentals,882,3,3,False,1.0,57,91,1,2025-11-02T17:01:57,
user_2303,9daae60f-dbc4-4372-831d-dd1d019f0e5a,Smart Contract Basics,1024,2,2,False,0.67,31,60,0,2025-11-06T23:55:45,
user_1812,5cf2314e-8e86-4ec4-b1de-5be6c34268fb,Smart Contract Basics,1070,3,2,False,1.0,36,80,1,2025-11-17T00:26:29,
user_9854,957ba0ec-9162-418b-bf6f-9d36248c7325,Wallet Security 101,914,3,4,False,1.0,44,99,1,2025-11-03T07:57:19,
user_7987,9b777439-f300-47c0-94a3-48c6c161181a,DeFi Risk Assessment,546,2,0,False,0.67,13,44,0,2025-11-07T03:36:45,
user_1418,9c58931d-f363-4a64-be6e-960cd0cdc64a,Blockchain Fundamentals,516,1,2,False,0.33,13,47,0,2025-11-07T03:37:33,
user_7243,0fd28ffa-c0d1-45bb-a608-31b55134c537,Wallet Security 101,964,2,4,False,0.67,26,86,1,2025-11-02T08:41:54,
user_8738,de1acd39-2ce0-4062-9bf6-26038950e218,DeFi Protocol Tour,1132,2,3,True,0.67,50,68,1,2025-11-15T03:33:50,
user_2890,de137c96-dcae-409b-af2f-f172959d3e6f,Wallet Security 101,755,1,3,False,0.33,43,57,0,2025-11-05T22:44:22,
user_9808,27b58628-3973-492a-9b54-c2138e80143d,Smart Contract Basics,817,1,2,False,0.33,25,43,0,2025-11-27T19:52:43,
user_9096,b73efd59-a275-47cc-a415-f4c233feb62f,DeFi Protocol Tour,1391,3,1,True,1.0,32,70,1,2025-11-20T19:25:01,Found simulated vulnerability (mock)
user_3735,30d9349f-bebd-4d44-b7ce-af1453ea0781,DeFi Risk Assessment,535,1,2,False,0.33,32,47,0,2025-11-16T04:59:27,
user_2765,098aed73-2853-48bd-8909-dc1b9335e37f,DeFi Risk Assessment,446,1,0,False,0.33,18,25,0,2025-11-28T11:39:41,
user_9345,95bf8a5f-89b8-4ee4-b441-a8e78a1afef3,Blockchain Fundamentals,307,0,0,False,0.0,14,10,0,2025-11-11T03:22:58,
user_5871,dccea1a1-dc4c-4f1e-94a4-66827dbcf523,DeFi Protocol Tour,649,0,2,True,0.0,22,41,0,2025-11-10T02:14:13,
user_5558,8603ebc6-e95e-4f22-8ec7-b83389095918,DeFi Protocol Tour,1230,3,3,False,1.0,61,93,1,2025-11-05T00:24:52,
user_4795,901c34f4-1107-438b-b05c-bc96eeb8945d,Wallet Security 101,444,1,3,False,0.33,22,66,0,2025-11-01T02:48:32,
user_7054,5868b4d7-98d6-4c90-8f3e-2fd96faac2fc,Blockchain Fundamentals,884,3,0,True,1.0,44,60,1,2025-11-23T19:27:38,
user_3241,d6f78408-497f-4251-9d61-e11bd8ed7f9e,DeFi Risk Assessment,1149,1,3,False,0.33,51,52,0,2025-11-03T11:05:44,
user_6157,2dd58093-289b-4ca5-ab37-14ad6ecd2dbd,DeFi Risk Assessment,439,0,1,True,0.0,50,15,0,2025-10-31T06:03:46,
user_7163,07c56436-3c9b-4ddc-b017-4dfe0b1054e7,DeFi Risk Assessment,625,2,2,False,0.67,46,68,0,2025-10-31T00:30:07,
user_8115,340643cb-9189-4e86-9e19-7a730eefb144,Blockchain Fundamentals,871,3,1,False,1.0,50,63,1,2025-11-08T14:33:59,
user_5916,bc58bcc6-fc09-45dd-bab7-b49a538d5e30,Wallet Security 101,1196,3,4,True,1.0,40,95,1,2025-11-11T21:00:50,
user_2897,6198e86a-ae4f-4377-8d51-2ff1e9664a90,Blockchain Fundamentals,626,2,1,False,0.67,28,55,0,2025-11-01T06:31:12,
user_5766,c8aa4de1-4453-45b8-b25a-0dd25486c890,Smart Contract Basics,620,1,2,False,0.33,38,46,0,2025-11-23T10:25:52,
user_4587,52a97372-7d8c-42a7-9f70-323c6f833e68,Smart Contract Basics,446,1,2,False,0.33,31,48,0,2025-11-06T03:19:23,
user_9843,5dea8599-e731-40dc-a575-5563313c5e55,Blockchain Fundamentals,321,1,0,False,0.33,31,12,0,2025-11-25T20:54:38,
user_7480,930100c0-258e-448f-b382-4654d87530af,Wallet Security 101,534,3,4,False,1.0,44,96,1,2025-11-04T20:13:18,
user_9216,af10b490-26ce-418f-b5b5-2fa388b88865,Smart Contract Basics,896,3,1,False,1.0,41,68,1,2025-11-12T23:20:51,
user_2391,3327f8fa-82f1-40e9-b4ed-c67096045930,Blockchain Fundamentals,816,3,2,False,1.0,41,77,1,2025-11-09T07:08:01,
user_6114,37843656-ea80-49fa-863b-e0db176a2bea,Wallet Security 101,735,3,4,False,1.0,20,100,1,2025-11-13T09:19:11,
user_8919,c2f142d6-97bd-4bd5-a217-0da38e33be32,Smart Contract Basics,946,2,0,False,0.67,54,48,0,2025-11-01T01:46:39,
user_7510,98e083a9-2f85-4234-b67e-5ff9382bc05b,Wallet Security 101,757,2,2,False,0.67,46,61,0,2025-11-19T10:31:57,
user_8758,2ad69f1e-e6dd-4920-95ff-32aa116f716a,DeFi Protocol Tour,1459,3,4,True,1.0,63,98,1,2025-11-28T22:20:51,
user_1091,1bf97859-0dde-44f1-bdcf-b3abe98b96ab,Smart Contract Basics,614,0,2,False,0.0,18,34,0,2025-11-03T15:04:32,
user_7155,a4065823-edc7-4c11-a292-95b677a37cc8,Blockchain Fundamentals,313,2,1,False,0.67,41,50,0,2025-11-23T12:23:52,
user_3291,73fc508d-e0ac-4657-bd6c-95366983a09d,Wallet Security 101,860,3,1,False,1.0,40,67,0,2025-11-13T22:52:48,
user_9572,0380df02-e9b0-4ffe-9d84-2eb549721d72,Wallet Security 101,1122,3,2,False,1.0,29,78,0,2025-11-07T20:07:39,
user_9591,91407077-9810-411e-8039-43dcbc42f89e,Wallet Security 101,785,3,3,False,1.0,50,87,1,2025-11-22T14:50:40,
user_3563,43b17c5c-7d86-433b-a3e7-1912d0987abe,Blockchain Fundamentals,872,2,2,False,0.67,40,63,0,2025-11-19T10:37:05,
user_5173,eee97d46-98ab-4551-9d4c-e50cc168c863,DeFi Protocol Tour,1256,3,3,False,1.0,47,85,1,2025-11-28T14:42:15,
user_5542,070f9cca-cf75-4b8a-9659-f5aa7f6701fb,DeFi Risk Assessment,1154,2,2,False,0.67,31,70,0,2025-11-06T19:46:18,
user_3700,12281436-2bfe-473b-b441-8a8293c4d3ba,DeFi Protocol Tour,600,1,1,True,0.33,20,36,0,2025-11-18T13:57:04,
user_6816,9d4e5eef-4e1e-4a2d-8af4-9b6d5d7ee864,Smart Contract Basics,934,3,3,True,1.0,45,94,1,2025-11-27T01:47:23,
user_5104,37001bf1-f47c-474b-8953-59a387fe5148,Wallet Security 101,871,2,1,False,0.67,56,36,0,2025-11-09T03:17:20,
user_7266,a5dd33f6-b683-4400-a5ae-0462e2a46e5e,Smart Contract Basics,410,2,1,False,0.67,9,46,0,2025-11-29T07:43:11,
user_5473,37e8e75e-1bb0-4874-9571-78d888ef0d7f,Blockchain Fundamentals,581,1,2,True,0.33,42,53,0,2025-11-23T16:01:04,
user_9938,8bb5e775-e053-4af1-a027-e47e11695260,Wallet Security 101,339,0,2,False,0.0,15,29,0,2025-11-02T14:04:37,
