monthly_sip,lump_sum_initial,annual_rate_percent,years,future_value_sip,future_value_lump_sum,total_invested
4657,175413,10.47,30,11735253.78,3474911.57,1851933
2639,153148,7.23,15,858451.79,436303.45,628168
5079,0,16.99,15,4204373.06,0.0,914220
8723,0,11.05,25,13998304.67,0.0,2616900
1108,0,15.14,5,99748.78,0.0,66480
7865,0,9.28,25,9317910.46,0.0,2359500
2415,0,6.64,10,412130.02,0.0,289800
9258,0,5.12,10,1452737.93,0.0,1110960
3957,42136,7.3,10,700745.59,85279.44,516976
7597,25433,7.48,10,1358877.69,52334.88,937073
6318,108882,15.0,20,9573700.86,1781088.04,1625202
1178,20369,10.01,30,2691317.16,356484.4,444449
2405,137007,17.39,25,12446686.38,7544499.88,858507
8140,0,10.33,15,3508219.0,0.0,1465200
935,0,16.64,30,9656746.85,0.0,336600
9844,150298,15.99,5,907806.23,315520.46,740938
3001,0,9.7,25,3814842.4,0.0,900300
3301,195829,16.98,20,6654974.16,4506781.55,988069
972,0,7.59,30,1341863.12,0.0,349920
8693,0,10.84,30,23747808.23,0.0,3129480
9068,175818,6.17,5,638697.21,237166.04,719898
3408,0,7.15,5,246427.02,0.0,204480
6458,0,14.86,30,43837569.43,0.0,2324880
4038,169775,17.63,30,52841171.37,22128112.05,1623455
8556,0,9.72,25,10911197.13,0.0,2566800
8925,0,16.45,10,2721736.42,0.0,1071000
1674,0,14.56,25,5066332.7,0.0,502200
5911,0,10.98,30,16654405.15,0.0,2127960
2097,0,15.07,10,586903.7,0.0,251640
4434,68948,8.84,10,856507.41,160820.42,601028
6774,0,15.71,30,56168858.81,0.0,2438640
799,0,8.69,10,153024.58,0.0,95880
626,0,12.88,25,1390293.38,0.0,187800
8632,44587,10.78,30,23296867.21,962323.36,3152107
6245,0,9.98,20,4766695.5,0.0,1498800
2791,0,6.4,5,197796.35,0.0,167460
2454,0,13.99,30,13604744.34,0.0,883440
5245,0,12.17,30,19236591.7,0.0,1888200
9349,174809,14.71,5,831535.82,347134.21,735749
5298,0,9.0,25,5980776.65,0.0,1589400
8036,0,16.66,25,36160078.26,0.0,2410800
5704,71870,6.89,25,4567555.57,380225.24,1783070
3420,75270,6.55,30,3842737.22,505262.19,1306470
2174,140848,12.45,10,518991.02,455521.76,401728
3718,41235,14.1,20,4962790.06,576666.53,933555
3582,0,14.73,5,318790.83,0.0,214920
1959,49333,7.97,25,1865069.91,335199.46,637033
1082,40649,14.38,30,6565248.85,2288638.17,430169
1501,0,6.69,15,465797.8,0.0,270180
4523,62680,12.8,30,19102002.2,2323919.98,1690960
512,0,16.03,5,47268.12,0.0,30720
841,199740,6.5,25,633570.92,965168.85,452040
5575,112283,17.93,30,78446522.36,15798236.7,2119283
2986,28346,6.85,15,939715.51,76602.1,565826
8078,71393,11.62,20,7672003.16,643946.92,2010113
3580,0,8.7,25,3845781.36,0.0,1074000
2864,0,5.33,30,2545246.16,0.0,1031040
8980,73214,14.28,25,25786936.2,2059500.2,2767214
1681,0,12.55,20,1809814.69,0.0,403440
1861,0,7.32,10,329754.52,0.0,223320
4077,0,11.43,25,6993708.13,0.0,1223100
9576,168620,14.18,15,5975175.52,1232755.96,1892300
4355,0,9.66,10,881728.34,0.0,522600
1535,166891,11.53,25,2682095.42,2556756.8,627391
5553,169187,17.61,5,536215.06,380642.92,502367
6249,97613,9.14,25,7231923.03,870136.66,1972313
7132,0,6.22,5,503015.57,0.0,427920
847,50355,15.38,15,595580.55,430533.51,202815
7590,191839,11.41,5,616006.52,329302.99,647239
7546,125549,10.33,5,594459.62,205203.77,578309
9874,0,15.81,20,16815969.75,0.0,2369760
3341,0,5.43,30,3028066.75,0.0,1202760
1776,173079,8.93,10,344880.35,407132.78,386199
9472,0,9.97,30,21474400.36,0.0,3409920
9583,125390,5.73,30,9184754.13,666833.26,3575270
6904,78028,15.16,5,621881.38,158007.02,492268
9671,0,11.47,5,786073.93,0.0,580260
1880,0,11.19,5,151656.23,0.0,112800
2714,0,8.21,5,201873.84,0.0,162840
1588,0,12.24,5,131863.65,0.0,95280
9341,0,16.96,30,104108064.0,0.0,3362760
6429,25929,6.39,10,1082060.97,48183.28,797409
9641,122512,17.35,20,20516662.6,3002860.93,2436352
4885,124613,13.71,10,1257982.51,450380.57,710813
2910,0,5.29,10,461019.35,0.0,349200
7152,0,15.41,30,55215657.98,0.0,2574720
6619,101391,12.03,20,6638470.5,982941.4,1689951
4609,0,9.97,5,359625.04,0.0,276540
3508,0,7.93,25,3321006.54,0.0,1052400
6623,186667,15.33,10,1883692.31,777214.64,981427
3794,0,12.47,30,14874344.61,0.0,1365840
4492,0,11.79,15,2220808.09,0.0,808560
7312,0,14.16,15,4554696.86,0.0,1316160
5158,172289,13.65,30,26462870.58,8010226.65,2029169
7541,0,11.46,30,23622902.28,0.0,2714760
2565,0,17.17,25,12716542.07,0.0,769500
9116,132692,10.28,15,3910628.47,575930.33,1773572
3637,119683,14.63,10,990800.81,468915.69,556123
2634,0,11.52,10,594632.82,0.0,316080
4333,0,13.41,10,1095981.44,0.0,519960
8604,83682,14.35,25,25019879.26,2389168.41,2664882
2485,166298,14.29,20,3408156.65,2405591.47,762698
2407,52867,17.97,15,2206116.98,630769.98,486127
1784,0,10.85,15,806781.75,0.0,321120
1840,24064,8.0,5,136106.96,35361.59,134464
4309,73800,11.66,5,352102.64,128090.7,332340
9307,0,9.03,10,1817810.82,0.0,1116840
3831,91125,10.65,10,821692.09,250609.69,550845
9660,41199,11.82,20,9421159.49,384924.88,2359599
7113,0,11.67,5,581461.18,0.0,426780
2180,0,5.54,20,958016.43,0.0,523200
7132,0,15.09,5,641151.03,0.0,427920
3081,0,6.15,5,216881.87,0.0,184860
1089,41331,17.1,10,345989.88,200447.05,172011
4498,104045,7.81,15,1541178.97,321664.73,913685
3293,73162,13.57,10,840821.3,261180.36,468322
4901,108116,16.22,15,3752384.39,1030885.2,990296
7694,0,6.25,25,5573501.5,0.0,2308200
3351,72436,15.47,15,2378739.4,626951.87,675616
4957,182053,12.78,15,2696750.67,1106047.15,1074313
1299,0,11.69,15,636508.31,0.0,233820
3109,0,12.6,5,260727.02,0.0,186540
2544,0,8.94,30,4632987.88,0.0,915840
7933,128101,5.1,25,4818050.5,444580.84,2508001
6975,5080,7.22,25,5883082.95,29001.03,2097580
7207,18034,18.0,25,41942523.33,1129400.55,2180134
7753,0,11.06,20,6826496.68,0.0,1860720
6751,0,16.41,30,65997604.58,0.0,2430360
2101,0,16.48,25,9120168.6,0.0,630300
8390,111021,12.62,20,9117129.46,1195154.7,2124621
4218,14537,5.6,10,679667.3,25072.12,520697
9712,130743,8.35,15,3489707.28,435107.44,1878903
2097,50693,11.28,5,169574.98,86501.99,176513
9873,91211,7.73,15,3356939.99,278618.7,1868351
7971,0,6.68,5,569144.68,0.0,478260
9064,61854,16.56,20,17189282.99,1324768.53,2237214
5284,0,8.69,30,9143482.21,0.0,1902240
7302,0,13.13,10,1815979.44,0.0,876240
8295,0,12.91,15,4569518.04,0.0,1493100
6835,0,9.39,20,4832889.55,0.0,1640400
8841,0,16.87,20,17560647.0,0.0,2121840
7999,0,15.01,20,12150587.22,0.0,1919760
4387,0,11.46,5,356506.55,0.0,263220
3101,0,5.94,5,217096.76,0.0,186060
6499,0,16.4,10,1975014.72,0.0,779880
8187,0,8.6,5,615485.22,0.0,491220
2198,0,14.18,10,582307.9,0.0,263760
9454,0,10.04,15,3965699.08,0.0,1701720
3591,184761,11.51,30,11368455.94,4852689.43,1477521
3333,178665,7.64,15,1124214.11,538950.24,778605
4497,0,14.14,20,6034985.83,0.0,1079280
1556,0,15.0,25,5114163.24,0.0,466800
8372,0,12.74,5,704825.07,0.0,502320
1510,0,12.73,25,3269163.46,0.0,453000
9889,0,5.71,20,4436704.2,0.0,2373360
2654,0,12.28,20,2752941.51,0.0,636960
7642,0,11.25,20,6904508.07,0.0,1834080
1198,0,17.7,5,115978.68,0.0,71880
7261,143410,7.47,25,6381842.63,869103.0,2321710
2919,90383,5.69,25,1938669.2,360663.3,966083
4520,168013,15.97,30,39824472.64,14317833.76,1795213
1052,20205,11.45,15,503882.21,102773.22,209565
4095,0,9.66,25,5172673.84,0.0,1228500
7403,0,16.99,30,83179046.1,0.0,2665080
771,154721,10.13,30,1805909.88,2794944.38,432281
6667,121477,12.85,10,1630252.93,407073.76,921517
2148,188855,7.85,5,158258.57,275620.6,317735
5675,61101,14.94,5,508060.1,122566.33,401601
3419,0,12.4,5,285131.44,0.0,205140
4878,0,17.08,25,23771153.76,0.0,1463400
2167,199993,5.81,25,1464540.41,819761.66,850093
6285,0,11.07,15,2904006.99,0.0,1131300
4050,66867,9.32,15,1589666.61,254473.45,795867
4853,84132,6.79,30,5716480.4,604290.93,1831212
9979,0,8.27,5,743485.72,0.0,598740
8316,0,13.84,25,22008040.47,0.0,2494800
8673,0,11.0,5,696045.08,0.0,520380
656,0,5.41,15,182335.42,0.0,118080
8202,0,9.4,25,9903755.18,0.0,2460600
5412,82527,13.75,5,468615.86,157148.66,407247
3821,98658,16.28,20,6965125.54,2016299.46,1015698
6228,162837,13.14,5,530205.62,301871.48,536517
1318,0,7.1,20,698930.57,0.0,316320
7253,0,17.31,10,2334864.52,0.0,870360
3993,121480,9.06,15,1530372.52,446034.0,840220
1966,156565,12.74,5,165533.13,285182.7,274525
6747,36320,5.92,25,4638858.79,152844.33,2060420
3441,0,14.86,25,11009030.94,0.0,1032300
5073,0,10.88,20,4363022.25,0.0,1217520
4658,135826,13.5,25,11585024.55,3218789.37,1533226
5006,121710,17.96,30,71067784.85,17284991.84,1923870
9071,0,13.26,25,21590524.03,0.0,2721300
4738,0,11.82,30,16056494.01,0.0,1705680
4313,151769,7.15,30,5456686.54,1206210.85,1704449
2669,135479,9.98,5,208267.1,217954.96,295619
6403,77103,7.04,25,5247211.16,422014.8,1998003
2437,191280,14.32,15,1542053.4,1424613.45,629940
4655,0,17.67,25,25425913.87,0.0,1396500
3551,0,12.42,5,296346.91,0.0,213060
6640,0,14.65,5,589632.54,0.0,398400
2260,137749,8.8,10,435713.16,320297.83,408949
1485,73879,10.52,5,117620.56,121839.58,162979
8508,0,11.86,5,699016.95,0.0,510480
1976,110524,5.22,25,1220742.29,394021.83,703324
1885,0,10.88,25,2937614.25,0.0,565500
1714,62967,9.08,30,3211545.05,852873.21,680007
6752,175865,6.73,30,7854414.72,1240790.02,2606585
4907,0,17.09,15,4103578.88,0.0,883260
5198,42307,6.55,25,3946531.79,206823.97,1601707
3778,0,11.01,30,10719682.89,0.0,1360080
6777,0,13.07,25,15601934.45,0.0,2033100
6387,20435,17.55,15,5601618.53,230961.68,1170095
8314,173457,17.2,20,17314346.44,4146035.34,2168817
6628,0,13.63,15,3918148.38,0.0,1193040
4813,0,16.41,30,47089573.62,0.0,1732680
5885,55658,13.06,5,499891.53,102815.87,408758
5034,0,10.74,25,7656652.26,0.0,1510200
9993,82612,11.27,20,9050431.24,699271.02,2480932
5968,0,14.05,20,7908702.14,0.0,1432320
1354,114500,16.74,30,14309319.61,11883432.84,601940
2767,0,13.49,30,13691745.46,0.0,996120
5509,0,12.07,20,5553047.5,0.0,1322160
5615,0,10.97,20,4884866.11,0.0,1347600
9880,38224,17.56,25,52834200.49,2182130.04,3002224
9584,197163,11.16,20,8557645.08,1637304.64,2497323
677,92205,7.2,30,865038.98,743076.69,335925
6007,0,12.07,30,21558085.21,0.0,2162520
1317,82228,6.03,15,385912.21,197897.01,319288
4139,0,9.91,30,9257461.32,0.0,1490040
5664,66753,10.6,20,4694448.11,500998.49,1426113
8774,0,17.04,10,2775891.49,0.0,1052880
8434,0,6.67,30,9690513.89,0.0,3036240
1535,47863,12.81,10,374442.91,159821.58,232063
8260,0,7.43,25,7208723.02,0.0,2478000
9856,0,7.59,30,13608527.13,0.0,3548160
1563,0,17.08,20,3199942.82,0.0,375120
6537,56443,17.63,25,35430912.99,3270210.11,2017543
9004,0,12.67,30,36922522.81,0.0,3241440
8797,0,14.7,25,27334671.32,0.0,2639100
3993,0,13.73,25,10370286.54,0.0,1197900
7731,115213,17.17,20,16025743.08,2739032.46,1970653
666,75820,8.54,5,49987.28,114231.23,115780
4237,0,9.81,20,3166471.23,0.0,1016880
5805,0,5.69,20,2597931.6,0.0,1393200
5552,164583,14.26,25,15900423.19,4615056.65,1830183
1720,0,5.47,10,275110.23,0.0,206400
3439,156291,16.18,15,2622491.46,1482667.02,775311
5045,0,16.98,5,478466.98,0.0,302700
7586,128334,7.11,5,547911.49,180940.39,583494
3314,0,13.16,25,7753360.26,0.0,994200
1677,0,13.97,10,438766.28,0.0,201240
7843,116451,13.25,5,669781.72,216952.08,587031
2540,152280,17.08,25,12389491.42,7853705.98,914280
716,0,15.48,25,2571144.03,0.0,214800
7351,101407,6.33,5,519967.52,137824.56,542467
5809,158879,15.62,20,9626417.71,2897164.31,1553039
3936,161054,14.05,25,10827285.55,4305593.6,1341854
3101,0,11.11,15,1437081.61,0.0,558180
1739,0,9.29,15,680738.41,0.0,313020
1539,198816,10.77,5,122730.42,331589.07,291156
7450,0,9.86,15,3074051.16,0.0,1341000
9570,0,13.56,20,11850487.29,0.0,2296800
5994,138795,12.52,30,23767886.36,4777005.48,2296635
4913,0,16.78,20,9624119.8,0.0,1179120
7777,75817,16.41,5,725720.89,162045.37,542437
5093,0,16.99,20,10286099.91,0.0,1222320
9911,0,5.26,30,8700408.36,0.0,3567960
1836,0,5.11,5,125739.91,0.0,110160
3625,35896,14.9,30,24817718.85,2314898.51,1340896
2904,181576,15.34,20,4620738.25,3152280.8,878536
6524,0,15.79,10,1909190.06,0.0,782880
959,19574,15.19,25,3262462.54,671235.28,307274
4316,54963,10.15,5,338372.89,89118.41,313923
1476,127466,14.9,15,988731.04,1023235.87,393146
7366,161243,8.63,30,12576514.28,1931336.27,2813003
7329,0,17.07,20,14982057.43,0.0,1758960
932,16141,11.33,30,2833523.19,403504.95,351661
6517,0,12.05,20,6558162.32,0.0,1564080
9790,143453,9.01,30,18090299.08,1907851.56,3667853
8815,0,15.19,5,794800.34,0.0,528900
4434,132028,8.27,30,7027948.5,1431303.37,1728268
4252,0,15.72,5,389193.13,0.0,255120
2013,0,8.43,25,2068544.44,0.0,603900
7679,0,15.33,20,12193603.86,0.0,1842960
716,165124,15.07,15,487877.55,1355352.93,294004
5614,0,7.95,10,1031172.23,0.0,673680
1651,134689,12.87,25,3659936.34,2775705.14,629989
1671,0,9.32,5,128084.53,0.0,100260
2472,0,9.0,10,481979.45,0.0,296640
7920,25082,13.87,30,42678615.53,1233772.62,2876282
5868,0,5.72,20,2634927.26,0.0,1408320
2043,156338,10.04,30,4697038.7,2758146.54,891818
4642,186789,7.96,20,2737203.25,863475.88,1300869
1498,192959,14.7,20,2174959.51,2995153.17,552479
3873,0,16.0,10,1147964.35,0.0,464760
3177,16541,11.69,10,724659.9,49968.79,397781
9002,164805,16.49,25,39154234.82,7478351.23,2865405
4308,0,10.52,5,341185.62,0.0,258480
2222,0,13.92,15,1350763.87,0.0,399960
1272,74142,11.75,15,626569.48,392353.84,303102
9730,0,12.8,15,5302891.66,0.0,1751400
588,199598,14.15,15,365810.77,1453495.28,305438
9481,98497,10.44,30,23757404.84,1937487.82,3511657
6059,0,16.93,5,573953.2,0.0,363540
636,160997,15.52,15,453385.38,1401095.95,275477
4843,35421,14.33,20,6679846.46,516001.91,1197741
8448,174839,6.53,25,6386054.5,849157.56,2709239
8315,0,8.28,25,8338277.0,0.0,2494500
8926,0,5.41,20,3863530.34,0.0,2142240
3302,148846,6.62,15,1018713.53,389577.7,743206
7428,0,12.38,25,15081385.47,0.0,2228400
9137,161302,13.93,5,795192.14,309618.99,709522
4773,0,5.55,25,3102740.54,0.0,1431900
2939,0,7.93,15,1017344.66,0.0,529020
2568,85823,8.33,30,4120340.94,945849.53,1010303
1023,176409,7.89,10,187180.77,376821.01,299169
4585,126969,16.21,10,1377501.89,570485.62,677169
3370,56316,13.27,25,8044127.66,1269944.15,1067316
9618,0,13.69,15,5719694.98,0.0,1731240
3482,29671,5.61,10,561460.06,51235.06,447511
5733,0,14.43,10,1542129.99,0.0,687960
6688,41554,15.19,5,603054.8,84282.61,442834
8047,0,14.3,20,11045324.27,0.0,1931280
8057,0,9.27,25,9518050.34,0.0,2417100
6552,0,15.12,25,22022871.83,0.0,1965600
5332,31568,15.15,15,3662678.05,261852.13,991328
7144,0,14.26,20,9746752.55,0.0,1714560
9880,0,16.02,15,7411069.99,0.0,1778400
8849,0,14.46,20,12430042.42,0.0,2123760
5879,0,12.78,15,3199090.31,0.0,1058220
769,165253,16.53,5,72018.7,355123.91,211393
1717,53689,16.47,30,17014278.9,5198478.07,671809
6988,0,15.57,15,5006967.08,0.0,1257840
4777,0,15.48,30,37442060.38,0.0,1719720
8075,0,15.74,25,30472224.32,0.0,2422500
3304,0,6.09,5,232217.31,0.0,198240
1007,155720,13.86,20,1299767.92,2088034.35,397400
9422,83877,17.66,15,8358538.26,961474.12,1779837
4230,0,11.92,5,348172.12,0.0,253800
6970,0,5.98,10,1146472.83,0.0,836400
4256,0,15.92,25,16624855.46,0.0,1276800
7747,163474,15.46,30,60431790.22,12187306.07,2952394
1553,172612,15.48,15,1102963.78,1494965.46,452152
5592,0,15.33,15,3912891.88,0.0,1006560
6671,72100,9.12,15,2572200.35,267142.05,1272880
8929,0,8.13,5,662775.51,0.0,535740
9345,0,17.36,20,19914053.43,0.0,2242800
1212,134426,13.19,15,685881.03,861888.93,352586
7367,0,9.07,30,13798247.88,0.0,2652120
8414,0,15.54,5,766081.86,0.0,504840
5316,0,11.91,25,9921541.88,0.0,1594800
3252,98163,12.22,15,1676365.94,553581.23,683523
2081,172736,16.29,10,628390.9,781566.33,422456
9475,144002,11.04,10,2079398.22,410238.74,1281002
1839,151300,8.22,20,1120655.76,734229.1,592660
2608,155470,8.34,30,4193329.29,1718283.04,1094350
9501,0,11.22,30,28225487.31,0.0,3420360
7678,0,10.97,30,21570225.4,0.0,2764080
2250,135741,15.46,20,3641697.1,2405747.89,675741
2211,46383,9.87,10,453268.37,118897.56,311703
506,0,12.55,10,121525.6,0.0,60720
4273,0,13.64,15,2526560.5,0.0,769140
1514,37037,12.72,5,127400.77,67399.43,127877
8876,141273,11.47,5,721467.42,243101.46,673833
2120,0,10.47,30,5346717.21,0.0,763200
5065,105337,11.14,5,407970.64,178588.73,409237
5639,0,7.74,20,3235370.23,0.0,1353360
2453,142890,5.34,25,1543909.27,524503.8,878790
2159,0,15.83,5,198221.09,0.0,129540
5333,0,6.59,25,4073298.47,0.0,1599900
3544,128575,11.72,30,11759397.13,3575183.49,1404415
2871,72058,15.74,25,10839698.53,2785425.18,933358
5712,61670,17.21,15,4840608.73,667998.24,1089830
6988,57554,17.68,10,2301952.95,293065.89,896114
6692,0,14.5,25,20037510.95,0.0,2007600
1065,0,16.21,5,98840.15,0.0,63900
9801,39208,15.43,30,76001807.35,2903926.21,3567568
568,0,6.29,15,170206.37,0.0,102240
6766,31925,13.48,15,3941888.0,212913.58,1249805
5854,0,12.99,25,13284697.41,0.0,1756200
7429,181505,9.12,30,14045563.65,2487610.94,2855945
8919,98585,6.19,20,4238148.96,327877.51,2239145
9974,0,8.36,15,3588602.86,0.0,1795320
4588,106803,16.76,15,3712399.44,1091956.82,932643
5258,0,12.32,20,5483963.32,0.0,1261920
1476,0,9.84,5,114749.89,0.0,88560
3329,0,14.26,5,292386.37,0.0,199740
8061,7784,13.66,25,20649738.42,191130.85,2426084
6218,48923,17.32,10,2002525.98,241658.85,795083
9217,80884,17.91,30,129174860.79,11332552.71,3399004
1529,0,11.41,30,4738321.03,0.0,550440
1731,190141,13.76,10,447125.15,690247.7,397861
1371,107848,13.71,25,3541732.58,2674969.98,519148
3870,59189,6.96,5,278346.12,82841.27,291389
8609,132454,17.82,10,2861513.63,682612.67,1165534
4653,0,16.21,30,43400541.79,0.0,1675080
6605,134985,9.26,10,1307453.9,327392.58,927585
8357,0,7.97,20,4935327.15,0.0,2005680
4731,0,13.49,15,2757545.04,0.0,851580
728,0,10.35,25,1034157.2,0.0,218400
4477,173150,9.58,20,3247241.76,1079687.37,1247630
8905,112929,14.15,5,779794.36,218872.03,647229
2283,51181,12.69,25,4905835.43,1015230.81,736081
5187,117708,12.21,30,19205384.95,3734111.82,1985028
1138,119737,16.6,30,11630164.12,11986405.93,529417
10000,185004,9.02,20,6748266.27,1041108.71,2585004
4503,0,14.03,10,1182519.52,0.0,540360
4664,0,6.11,20,2193991.67,0.0,1119360
8859,0,8.57,5,665473.32,0.0,531540
5652,0,6.53,30,6320107.26,0.0,2034720
9499,0,14.1,25,26404972.76,0.0,2849700
9234,0,16.77,5,870643.48,0.0,554040
2798,183239,12.68,10,677145.02,604741.35,518999
2195,0,17.07,30,25105229.94,0.0,790200
2257,105614,5.89,20,1034179.94,331648.07,647294
1895,38814,15.14,25,6385289.47,1316360.44,607314
1779,0,8.15,20,1075290.73,0.0,426960
5401,105548,11.77,30,18102283.15,2970809.56,2049908
6212,0,7.02,10,1082401.19,0.0,745440
6376,0,6.47,10,1077904.79,0.0,765120
3570,0,14.8,15,2369325.87,0.0,642600
948,30720,16.7,30,9943449.07,3162556.99,372000
5326,134488,17.48,10,1732978.88,673578.1,773608
8517,0,16.79,10,2653439.3,0.0,1022040
6823,0,11.49,30,21529509.07,0.0,2456280
6808,142970,8.68,10,1303455.76,328745.58,959930
8543,0,15.88,20,14699610.78,0.0,2050320
2248,0,5.31,5,154764.04,0.0,134880
2167,0,13.02,5,183890.81,0.0,130020
9446,0,15.72,5,864621.07,0.0,566760
9802,133933,5.6,30,9159881.59,685830.14,3662653
4514,0,8.5,10,855318.74,0.0,541680
3165,0,10.31,5,249236.93,0.0,189900
9819,142785,5.88,5,686335.69,190012.14,731925
8974,159235,6.32,25,6568736.59,736906.78,2851435
7463,0,7.01,10,1300034.97,0.0,895560
6087,0,15.67,10,1767898.23,0.0,730440
8093,90440,13.55,5,696987.53,170757.62,576020
2395,40653,14.39,20,3328531.95,597824.14,615453
9953,92515,9.15,30,18941925.57,1278951.54,3675595
4377,38663,13.7,20,5525244.83,504110.95,1089143
5316,0,7.43,25,4638653.57,0.0,1594800
6322,112314,13.32,5,540887.67,209857.83,491634
2357,52243,9.99,5,183999.99,84107.24,193663
2088,160521,13.17,25,4888308.57,3535665.34,786921
4947,179572,16.94,30,54897557.16,19639853.42,1960492
1129,196309,5.87,30,1112386.96,1087717.99,602749
4883,0,5.02,20,2019456.9,0.0,1171920
9808,26269,6.6,25,7505452.4,129935.66,2968669
5849,47703,15.54,15,4177894.62,416208.73,1100523
9055,0,14.69,25,28072941.18,0.0,2716500
1655,18743,9.11,20,1130039.16,107266.13,415943
5631,0,15.62,10,1630882.99,0.0,675720
6315,0,6.87,25,5042014.42,0.0,1894500
2112,116890,10.32,30,5158100.36,2226183.62,877210
6520,0,10.53,15,2863103.92,0.0,1173600
1282,0,14.13,10,338654.75,0.0,153840
5373,77645,15.53,5,489061.77,159778.52,400025
1435,0,17.16,15,1209256.88,0.0,258300
2681,44459,11.53,20,2515381.82,394543.01,687899
1258,0,14.47,10,339332.51,0.0,150960
6073,0,13.01,30,26883689.74,0.0,2186280
3477,93907,10.79,15,1563714.91,436510.06,719767
5760,0,14.85,30,39018857.14,0.0,2073600
5556,107592,9.82,10,1135802.58,274580.16,774312
6568,41637,11.33,10,1466469.34,121775.79,829797
4090,170709,14.86,15,2730841.59,1364529.98,906909
9741,0,15.83,20,16638499.59,0.0,2337840
6637,0,15.37,10,1892095.38,0.0,796440
5318,198471,16.16,10,1592820.5,887982.64,836631
7110,182241,12.71,5,598177.33,331534.93,608841
6035,52719,6.35,10,1013262.2,97560.06,776919
8953,0,13.88,25,23888985.05,0.0,2685900
1663,0,7.36,20,910842.21,0.0,399120
4379,0,12.38,25,8890014.83,0.0,1313700
9055,0,12.8,10,2207364.09,0.0,1086600
5166,33966,8.35,10,970703.76,75769.24,653886
6229,0,15.25,5,562639.98,0.0,373740
4457,0,13.41,20,5407019.62,0.0,1069680
2651,0,12.15,30,9666811.83,0.0,954360
9745,27635,7.09,30,12164673.52,215519.79,3535835
9392,0,15.53,30,74544752.27,0.0,3381120
9653,153992,12.81,25,21188218.88,3135301.67,3049892
1785,0,7.21,25,1505136.48,0.0,535500
945,0,7.71,5,69364.7,0.0,56700
5349,142364,13.41,20,6481868.58,1762638.07,1426124
3274,0,16.88,15,2679715.91,0.0,589320
2406,0,11.17,30,7065051.99,0.0,866160
8708,0,7.75,15,2966156.41,0.0,1567440
5574,0,15.32,15,3894335.4,0.0,1003320
1525,145715,5.62,10,246006.53,251803.57,328715
4147,5986,13.47,10,1052259.29,21175.51,503626
7934,0,16.23,25,32851608.76,0.0,2380200
6770,184681,16.04,20,11917046.43,3620581.29,1809481
4890,6195,13.01,5,414775.19,11417.7,299595
2867,41162,16.28,5,266555.88,87487.84,213182
977,0,9.2,30,1877544.57,0.0,351720
4464,134447,8.51,5,334787.85,202288.96,402287
1018,0,8.7,30,1765242.01,0.0,366480
3152,0,11.07,20,2777525.93,0.0,756480
3947,76381,11.06,5,317273.0,129065.48,313201
7469,0,7.89,30,10951884.38,0.0,2688840
9156,0,9.01,20,6167380.74,0.0,2197440
4798,0,15.73,15,3495148.19,0.0,863640
6993,173136,14.39,5,616553.83,339154.4,592716
3155,192250,10.08,25,4276959.55,2119641.49,1138750
4873,170818,12.45,20,5176232.5,1785326.8,1340338
4590,54636,16.67,20,8851584.8,1193503.3,1156236
1621,32047,7.48,25,1426333.88,194528.99,518347
7527,33522,13.0,30,33286760.79,1311821.76,2743242
6663,57156,15.51,15,4744854.32,496732.22,1256496
7978,51711,9.74,20,5906900.34,331920.03,1966431
5589,0,5.47,30,5104859.95,0.0,2012040
6808,189725,6.27,15,2036019.39,472116.37,1415165
3628,0,10.83,20,3098421.28,0.0,870720
2573,162743,5.76,25,1725806.45,659350.93,934643
8898,0,9.71,25,11332872.05,0.0,2669400
6873,13011,5.84,25,4668643.1,53748.13,2074911
2501,99606,11.23,30,7449449.0,2428266.61,999966
7168,24300,16.44,25,30919994.78,1092435.39,2174700
7956,0,15.0,10,2216555.12,0.0,954720
5769,69652,12.64,10,1392409.02,228959.24,761932
8423,0,14.17,15,5247687.68,0.0,1516140
6422,0,15.43,25,22880215.04,0.0,1926600
2411,0,15.9,15,1786316.16,0.0,433980
2023,0,7.48,5,147543.28,0.0,121380
6870,0,15.78,30,57895928.7,0.0,2473200
9881,0,7.73,5,725502.09,0.0,592860
8028,0,7.09,30,10024008.58,0.0,2890080
8608,113986,5.97,20,3982590.2,363466.1,2179906
7059,80073,6.67,15,2186624.39,210948.56,1350693
9363,0,17.23,20,19595486.95,0.0,2247120
3862,0,6.14,20,1824588.98,0.0,926880
8816,144360,15.05,15,5995632.37,1181959.18,1731240
592,41219,9.7,15,240661.83,165287.51,147779
4652,68992,17.39,15,4012592.74,763874.39,906352
9284,33450,5.54,10,1490885.35,57352.39,1147530
1290,103361,9.69,25,1635850.62,1042637.45,490361
1252,0,12.08,5,103504.94,0.0,75120
7985,0,16.5,5,747050.74,0.0,479100
2937,0,7.38,25,2541649.54,0.0,881100
4138,13654,17.74,15,3702502.26,158172.08,758494
8036,0,14.42,30,49156658.67,0.0,2892960
1966,0,9.82,10,401906.02,0.0,235920
7207,120353,13.03,30,32070385.5,4744157.53,2714873
2450,96712,5.3,15,674245.3,209721.48,537712
8213,0,10.32,30,20054772.47,0.0,2956680
3464,0,5.88,5,242143.21,0.0,207840
2874,106889,12.55,5,240666.99,193003.31,279329
3915,0,15.18,15,2697367.18,0.0,704700
5037,0,17.78,20,11432245.68,0.0,1208880
2994,0,16.04,15,2249324.09,0.0,538920
